,POSIXtime,yr,mon,day,hr,COS.60,CO2.60,CO.60,H2O.60,COS.7,CO2.7,CO.7,H2O.7
1147,1411367379,2014,9,22,7,430.4418669,386.2649861,110.5160735,0.813130802,442.1245785,385.4614844,110.3315695,1.131795329
1148,1411370979,2014,9,22,8,441.5494241,386.0290221,109.9833748,1.012577626,446.3143016,384.9337659,110.2792512,1.040155257
1149,1411374563,2014,9,22,9,437.2952369,386.0986764,110.1894742,0.927898016,434.9947621,384.5664308,110.855847,0.905263024
1150,1411378179,2014,9,22,10,436.0515469,386.0995276,110.7061058,0.842232733,428.5912808,384.6110066,111.0958938,0.90344476
1151,1411381779,2014,9,22,11,429.1875315,386.2204624,111.2313327,0.760401221,420.5715013,384.6964963,110.2815017,0.924234183
1152,1411385380,2014,9,22,12,416.1777476,386.3779182,110.4935746,0.824893944,433.471478,384.5539602,109.7590236,0.910233295
1153,1411388979,2014,9,22,13,430.2066432,386.098742,109.2488324,0.804161186,422.3463539,385.1849156,109.2813426,0.933385991
1154,1411392579,2014,9,22,14,429.5436628,386.2089892,109.3213757,0.86951342,424.3754255,386.1059433,108.2878109,0.901580655
1155,1411396180,2014,9,22,15,422.4017766,386.586458,108.2553192,0.851215237,424.3656922,386.6036057,108.9729645,0.940357566
1156,1411399779,2014,9,22,16,424.759299,386.689254,108.6805051,0.852335923,426.1796903,387.8939118,107.3443922,0.946054068
1157,1411403378,2014,9,22,17,427.1541112,386.9915719,108.2409477,0.862526851,429.3236671,388.2816999,108.7755102,0.899075171
1158,1411406979,2014,9,22,18,427.5710007,387.4684434,108.7056404,0.852691697,429.288759,388.2774384,107.7774472,0.909618628
1159,1411410580,2014,9,22,19,428.2789817,387.1732667,108.0452208,0.858743007,438.881959,388.4445761,107.3126758,0.953675446
1160,1411414180,2014,9,22,20,432.4803251,387.2603173,107.9457124,0.861164115,423.2546892,389.0855177,107.7878757,0.970873866
1161,1411417779,2014,9,22,21,428.8134207,387.5533542,107.2990651,0.929572658,443.5742951,389.4050704,108.5126472,0.973314797
1162,1411421379,2014,9,22,22,438.2719197,387.7044095,109.0765166,0.913745767,450.9566907,389.6061476,108.288539,0.966330327
1163,1411424979,2014,9,22,23,449.2443125,387.7897609,108.5322417,0.910692987,433.5146111,391.7804292,107.8994051,0.992540584
1164,1411428580,2014,9,23,0,431.482857,388.3551905,108.2112333,0.920784453,446.8505087,393.3203391,106.4124179,1.020157605
1165,1411432180,2014,9,23,1,445.6122936,387.6513015,107.0755751,0.905370145,422.5290884,410.1604563,101.8096954,1.011474384
1166,1411435779,2014,9,23,2,445.398413,387.7633399,107.41296,0.918945404,427.9584499,410.6930307,102.3896479,1.108235126
1167,1411439379,2014,9,23,3,447.0270528,388.1665817,107.3354529,0.975563859,416.5665944,402.6626723,102.27384,0.960064985
1168,1411442979,2014,9,23,4,439.1550914,387.6647323,108.5848405,0.990534468,402.2124888,412.438697,105.4734355,0.928745067
1169,1411446580,2014,9,23,5,437.2387162,387.5560545,106.9828191,0.888168507,378.4619896,386.4252383,115.7097399,1.020646534
1170,1411468677,2014,9,23,11,368.9758999,386.8114351,119.1775815,1.052103724,430.3232766,384.1578098,113.280359,1.068841015
1171,1411471779,2014,9,23,12,436.0321501,384.752455,111.5423469,1.006917261,432.834529,386.6349003,120.6893828,1.112890931
1172,1411475379,2014,9,23,13,433.5229321,386.2053205,119.6119722,1.07839155,430.9089638,388.3489371,123.923817,1.120843065
1173,1411478979,2014,9,23,14,428.1532102,388.4879123,123.1346125,1.080418003,428.5305589,389.4150299,126.5450896,1.111571695
1174,1411482579,2014,9,23,15,430.0516771,388.970266,126.4886833,1.080200042,440.6451804,390.5464491,127.1467976,1.118413793
1175,1411486179,2014,9,23,16,440.5876801,390.0690785,128.5829101,1.046809623,424.7794274,400.0577059,133.0456363,1.127239697
1176,1411489780,2014,9,23,17,440.7330028,390.3693669,133.4251354,1.063526089,408.6629637,410.8786634,145.1708882,1.116643337
1177,1411493379,2014,9,23,18,427.7818727,395.1466961,147.6688776,1.093787053,405.0797584,423.4969953,157.3413102,1.103327092
1178,1411496979,2014,9,23,19,428.7381328,399.1988675,155.1978643,1.107987723,413.4081842,425.7087613,156.3358794,1.132788004
1179,1411500580,2014,9,23,20,425.7353987,407.5326134,157.9231601,1.116727779,416.6483806,423.4735436,153.8160049,1.150735492
1180,1411504179,2014,9,23,21,424.314675,413.5812348,154.0334445,1.105036285,420.0570454,424.215526,154.2416593,1.159175544
1181,1411507779,2014,9,23,22,426.4005979,415.0896151,154.6881146,1.112189525,419.8604068,424.2853134,147.7171677,1.154466468
1182,1411511380,2014,9,23,23,424.8701782,418.1674942,149.3913206,1.111228953,428.791283,419.6281806,150.7833594,1.164862017
1183,1411514980,2014,9,24,0,431.1276296,416.1591602,148.9512746,1.116946732,417.9195961,418.3298886,153.6365712,1.154020021
1184,1411518579,2014,9,24,1,415.6697478,415.2992358,155.0599937,1.138832765,429.2823777,419.2003359,158.5449719,1.140438201
1185,1411522180,2014,9,24,2,425.5951807,417.5099913,157.2157173,1.119901746,437.1992064,417.3721953,160.8356737,1.124887827
1186,1411525780,2014,9,24,3,432.7258565,416.117983,163.6847527,1.104513617,430.061989,415.0567263,156.3257271,1.116008964
1187,1411529379,2014,9,24,4,432.8292602,414.0504903,160.1526269,1.104124958,412.3948437,414.446026,153.2892182,1.084232908
1188,1411532979,2014,9,24,5,415.9770146,412.9892238,153.3199555,1.064555461,422.0476277,412.4472972,160.2144416,1.103414153
1189,1411536577,2014,9,24,6,419.7336532,412.7666856,159.8241961,1.074305,433.3958171,411.1251689,184.1655937,1.132854425
1190,1411540179,2014,9,24,7,427.7204667,412.5828844,183.8353465,1.109544944,445.7362781,397.6148271,142.4566694,1.266735199
1191,1411543780,2014,9,24,8,443.9002531,400.8473125,154.4798647,1.19442352,450.2010252,392.2814397,128.8845886,1.340489027
1192,1411547380,2014,9,24,9,449.7323497,392.5123029,127.6187663,1.258649107,450.0951881,390.6079281,127.0628629,1.358023987
1193,1411550980,2014,9,24,10,448.9410664,390.8733217,126.9133041,1.280758631,452.3890696,390.9191022,131.8498992,1.372649205
1194,1411554579,2014,9,24,11,453.6209622,390.842082,131.0159132,1.326585349,454.4511808,392.5585567,134.5747026,1.334556109
1195,1411558180,2014,9,24,12,451.6944615,392.4298173,135.4790633,1.290543785,454.244427,393.3493325,126.3012079,1.361266301
1196,1411561780,2014,9,24,13,452.7768409,393.2693335,128.7178537,1.316565279,445.1077212,392.0553895,121.5211947,1.353901318
1197,1411565379,2014,9,24,14,444.4230399,391.8724247,121.3665307,1.291235894,432.9402259,390.5941443,120.5760438,1.441998598
1198,1411568979,2014,9,24,15,432.4203881,390.8093696,120.9895157,1.279495782,432.410148,389.945033,123.9971247,1.391373316
1199,1411572579,2014,9,24,16,432.7283987,390.2512686,124.0641346,1.342043631,412.5944296,394.6821476,126.5870121,1.270160115
1200,1411576180,2014,9,24,17,420.0791866,391.1142286,126.076005,1.27254567,406.9863322,400.5525673,129.7833099,1.242652814
1201,1411579780,2014,9,24,18,412.7063067,394.9287396,129.8166597,1.260196499,411.4878364,404.5265052,134.5574186,1.249414529
1202,1411583379,2014,9,24,19,411.2978733,399.9576976,135.0353913,1.256467263,411.5641914,411.482326,134.4467963,1.254327521
1203,1411586979,2014,9,24,20,412.4908649,403.9093469,133.2031935,1.240743198,424.3804838,408.2745239,130.0228955,1.312918422
1204,1411590579,2014,9,24,21,423.8674123,404.2047714,131.6543196,1.28849412,452.1178427,391.8027128,107.9337169,1.36164545
1205,1411594180,2014,9,24,22,451.3360455,389.1152423,108.09852,1.34312338,448.249488,388.844306,108.458402,1.379288431
1206,1411597780,2014,9,24,23,448.411417,387.3181224,108.8082258,1.347802566,450.1877316,389.313861,106.1932646,1.3045747
1207,1411601380,2014,9,25,0,446.1177218,387.6377752,107.4684075,1.242652807,462.1212389,389.2590321,106.460595,1.261461398
1208,1411605010,2014,9,25,1,467.91689,386.198553,106.8736944,1.152683993,441.967198,388.5262901,108.370209,1.238431087
1209,1411608579,2014,9,25,2,436.2333968,386.3717528,108.2187128,1.131238883,434.8700269,387.9602324,108.7547864,1.276459749
1210,1411612180,2014,9,25,3,435.8491432,386.4069435,108.5082335,1.196814958,420.8105108,388.1989523,109.3517779,1.157548075
1211,1411615780,2014,9,25,4,421.1213613,386.5346669,109.5067334,1.080248815,418.8173417,388.5755254,110.0020494,1.119599362
1212,1411619379,2014,9,25,5,416.8276365,386.6574432,110.1864281,1.024262737,415.5972128,386.8436821,109.9269394,1.083545692
1213,1411622979,2014,9,25,6,417.028906,386.6924243,110.0496724,0.974714911,408.6326527,385.2479902,109.9389277,1.124733964
1214,1411626579,2014,9,25,7,409.5537542,385.8564686,109.8044637,0.987801707,401.7562503,385.3678795,111.4554801,1.131720282
1215,1411630180,2014,9,25,8,397.5224816,385.9209352,112.54637,1.108485265,416.7137994,382.8120945,111.1071757,1.143303902
1216,1411633779,2014,9,25,9,414.7687301,384.7814077,111.1279239,1.100223352,405.6217637,384.2304666,111.2463537,1.108336831
1217,1411637362,2014,9,25,10,404.7391431,383.9950338,110.695931,1.037794133,416.9660451,384.7015638,117.7371426,1.155908149
1218,1411640979,2014,9,25,11,414.4023175,384.8344625,114.9163971,1.108777039,425.12001,386.0997422,122.3759832,1.119865293
1219,1411644579,2014,9,25,12,424.1994532,387.00053,124.4339154,1.083903226,416.0864422,387.0353538,113.6753318,1.087824451
1220,1411648179,2014,9,25,13,412.5301006,387.7982543,114.5886259,1.049175936,427.8222142,388.1303401,112.4460532,1.136054958
1221,1411651780,2014,9,25,14,425.7825963,387.9422621,112.2673016,1.085824455,431.0212336,388.8031371,112.0976366,1.173832364
1222,1411655379,2014,9,25,15,432.0221392,388.9628845,111.7220422,1.128130726,436.1126151,390.21737,114.9981013,1.200250115
1223,1411658979,2014,9,25,16,437.8752099,389.4449373,114.567166,1.160051718,431.9280139,390.1117427,112.973935,1.25331348
1224,1411662580,2014,9,25,17,430.9447264,389.2231292,112.8189304,1.18634405,433.6474038,393.7409846,117.497338,1.326716328
1225,1411666179,2014,9,25,18,434.0905216,392.2578199,117.9838271,1.276595838,435.0495235,395.6477352,120.6412784,1.353699686
1226,1411669778,2014,9,25,19,431.7971858,394.4022597,120.3228924,1.285064756,427.6585092,398.5722647,130.3238501,1.388115115
1227,1411673379,2014,9,25,20,425.1973248,396.4189761,128.3710398,1.324146718,434.1549749,398.5812411,132.2667692,1.441740575
1228,1411676980,2014,9,25,21,430.8291804,397.2656099,133.977386,1.379449972,440.0856641,392.1852297,124.0855718,1.508422238
1229,1411680580,2014,9,25,22,436.599027,391.3259071,124.7551678,1.429147179,438.9785722,394.287672,122.1586604,1.503688305
1230,1411684179,2014,9,25,23,432.6843158,391.0920414,122.6185512,1.474640978,420.8181004,401.9003847,129.6030539,1.465102354
1231,1411687779,2014,9,26,0,419.4465136,396.239905,126.9408316,1.43275352,434.7156675,403.4782492,134.8778481,1.502883062
1232,1411691379,2014,9,26,1,434.0296146,401.4476621,135.5279838,1.470589581,431.2984488,403.4895211,134.3111177,1.5299475
1233,1411694980,2014,9,26,2,431.3267286,399.9723052,135.1514501,1.503333687,437.7607619,398.9587133,131.9691283,1.554919278
1234,1411698580,2014,9,26,3,434.8673794,397.7414407,133.4838061,1.520570502,436.9563352,398.5805035,129.3019088,1.536020889
1235,1411702179,2014,9,26,4,436.582566,396.1688098,130.0867631,1.517668156,439.3200896,399.6120074,128.1574782,1.555629477
1236,1411705779,2014,9,26,5,437.3965723,397.5291296,128.0626349,1.517727318,443.0669957,396.0723763,131.1473616,1.576481463
1237,1411709379,2014,9,26,6,432.8777181,395.9664885,129.3540053,1.525735042,445.2449524,395.1543858,125.9143451,1.625640847
1238,1411712980,2014,9,26,7,440.4628423,394.7661856,126.4796909,1.534793324,453.03365,394.9500167,125.7268086,1.653843902
1239,1411716579,2014,9,26,8,453.7720865,394.5391939,125.3744037,1.540104483,455.7381875,393.6430075,117.9742531,1.65980455
1240,1411720179,2014,9,26,9,459.5454119,394.0177531,118.1764298,1.545311075,463.9861384,389.767999,112.1647065,1.667422257
1241,1411723780,2014,9,26,10,457.7031682,390.9597976,111.9867471,1.551590461,445.956304,390.1359354,113.0580249,1.646196538
1242,1411727379,2014,9,26,11,441.5903088,391.415243,112.7698657,1.555672612,464.2798506,391.9235736,113.6093418,1.635408745
1243,1411730978,2014,9,26,12,464.2353958,392.7445357,112.0090977,1.553555509,465.9520362,393.948311,109.4099688,1.634402699
1244,1411734579,2014,9,26,13,462.1158695,393.6892946,110.3022965,1.553675782,470.8733011,394.2209336,104.8027958,1.477301381
1245,1411738179,2014,9,26,14,466.6429449,394.2586389,105.7346235,1.553376215,474.2143434,393.7055915,103.5449657,1.466309738
1246,1411741779,2014,9,26,15,470.7820431,393.8437237,103.2392946,1.556713701,469.5150579,393.3667086,103.0646262,1.453398494
1247,1411745380,2014,9,26,16,468.909245,392.980421,102.899963,1.552531229,473.1892469,394.1261501,101.5854521,1.456484027
1248,1411748980,2014,9,26,17,472.1947559,392.3580326,102.2399553,1.397375384,458.1958143,394.4016282,102.2438099,1.400534508
1249,1411752579,2014,9,26,18,453.6242795,391.9888401,102.8518809,1.356138785,458.1691334,393.6619103,102.9598664,1.418811224
1250,1411756179,2014,9,26,19,461.5598835,391.2944481,103.3067601,1.350128547,443.2396819,391.9815336,103.9818598,1.24707674
1251,1411759779,2014,9,26,20,442.4772435,389.6888096,104.0976081,1.201573338,438.1935737,391.3285253,104.4357571,1.137854425
1252,1411763380,2014,9,26,21,436.7106443,388.8199019,104.7861269,1.06111676,435.0999848,391.2371675,105.1393508,1.114121925
1253,1411766980,2014,9,26,22,434.3617968,388.4129171,104.923312,1.073209568,423.6586317,390.7894446,105.6563545,1.068288347
1254,1411770579,2014,9,26,23,418.0509712,388.1006449,105.8074772,1.016097466,400.0296617,407.5834553,102.8357064,1.000092712
1255,1411774179,2014,9,27,0,411.6635667,387.7719007,106.2383643,0.962913641,388.1883796,431.5790717,100.8927766,0.938234999
1256,1411777779,2014,9,27,1,421.1046754,390.5737631,105.8797251,0.972783571,392.0140756,433.1104023,102.5108379,0.95430721
1257,1411781380,2014,9,27,2,428.5478818,389.6580048,106.8418477,0.94916975,393.0560303,427.6843828,105.7508761,0.957108474
1258,1411784980,2014,9,27,3,425.4939404,387.0176212,106.2589608,0.924358246,393.9303595,431.4914472,106.8427965,0.956337012
1259,1411788579,2014,9,27,4,425.9362619,387.0356401,105.5559326,0.911189436,384.1373784,434.919199,108.2680475,0.969927359
1260,1411792179,2014,9,27,5,423.1558828,386.9106109,105.9929111,0.894209601,396.7314332,441.4203595,111.9849659,1.059454263
1261,1411795779,2014,9,27,6,441.3580182,390.2123268,106.5089612,0.984839013,399.760981,412.6811341,115.3741022,1.109143075
1262,1411799380,2014,9,27,7,417.4965263,403.7825804,107.1440604,0.96057474,414.0391897,401.3375385,117.7863337,1.172128776
1263,1411802980,2014,9,27,8,408.4475302,401.5291842,115.1102689,1.073240879,435.5359858,392.4920008,113.7565202,1.329230481
1264,1411806579,2014,9,27,9,426.3358743,395.1251091,117.053559,1.246827779,448.7002895,390.9602957,115.0187702,1.319094801
1265,1411810179,2014,9,27,10,444.7886953,391.4272547,113.2627791,1.297858575,443.1998703,390.779894,117.7192746,1.357253271
1266,1411813779,2014,9,27,11,442.722736,391.1074914,117.5968847,1.235341816,464.1705133,389.5253146,118.5523491,1.3085275
1267,1411817380,2014,9,27,12,464.5661526,390.7396027,117.731251,1.207467542,446.3207097,388.8613896,116.7202052,1.241119937
1268,1411820979,2014,9,27,13,446.4046352,389.7751,114.9999485,1.092494553,439.4201876,388.4131505,113.9854735,1.174585105
1269,1411824579,2014,9,27,14,431.483372,389.2637612,114.0714516,1.066702374,430.5277505,387.5837162,112.0619094,1.173375057
1270,1411828180,2014,9,27,15,433.4654685,388.5417371,112.0484288,1.081988003,440.2677985,389.4069126,112.7229506,1.234332762
1271,1411831779,2014,9,27,16,433.3250968,388.5176295,111.4046858,1.028246243,451.2972674,404.8008888,110.0136948,1.263536213
1272,1411835378,2014,9,27,17,449.6738915,388.6797764,113.2192636,1.099783082,416.215075,428.5007962,151.6632657,1.253381203
1273,1411838979,2014,9,27,18,423.3421919,388.6511634,121.2917941,1.147665279,432.3012712,432.5791907,137.250761,1.230139132
1274,1411842580,2014,9,27,19,436.2379555,391.1186199,138.0917373,1.230565852,437.9227141,423.0928797,149.8129669,1.291753887
1275,1411846180,2014,9,27,20,444.5601363,394.2210854,130.7624645,1.215041313,434.1944486,435.6759302,150.905207,1.315451527
1276,1411849779,2014,9,27,21,440.5951548,408.9039433,142.8245617,1.233112821,437.908909,431.7271428,151.8283587,1.31900637
1277,1411853379,2014,9,27,22,434.4965714,413.9883486,150.6526964,1.266273115,441.2577674,435.5271174,152.8323672,1.315331234
1278,1411856979,2014,9,27,23,431.9598168,425.6922055,152.8231482,1.272995279,432.444938,428.5768728,151.1088159,1.27554645
1279,1411860579,2014,9,28,0,433.8319554,414.1936474,150.8536154,1.22996736,431.3541681,433.5284503,151.6769189,1.259504833
1280,1411864178,2014,9,28,1,430.9285375,419.3407758,155.083308,1.201299149,422.7419977,440.9254008,152.8223826,1.265936851
1281,1411867779,2014,9,28,2,438.76637,421.3101869,165.2061545,1.195561173,433.6420739,437.9458438,155.2482691,1.256681172
1282,1411871379,2014,9,28,3,433.1556333,424.7507529,158.3114943,1.192332402,424.5560579,442.2063068,153.1699514,1.242602309
1283,1411874980,2014,9,28,4,428.5950803,423.3096011,154.8794861,1.16262074,428.2587004,439.4494305,149.4059666,1.217844456
1284,1411878579,2014,9,28,5,433.0019357,424.4389468,167.7832297,1.147150084,427.5207311,433.7318762,155.0871206,1.237840711
1285,1411882179,2014,9,28,6,444.1272155,424.741492,178.9847702,1.150890168,416.9935393,429.4494516,173.9798489,1.269850502
1286,1411885825,2014,9,28,7,431.5031169,429.0345247,179.558599,1.193959111,438.149627,416.5889674,205.5370217,1.309235523
1287,1411889380,2014,9,28,8,433.4199271,422.1080919,203.3410635,1.274414951,448.5371621,405.4791317,200.7944438,1.377273755
1288,1411892979,2014,9,28,9,452.4472077,410.8582246,203.9439864,1.333208101,447.3561635,397.8920375,184.068328,1.363679414
1289,1411896579,2014,9,28,10,452.1176256,402.2728968,189.0343305,1.325899623,449.2432349,393.8593733,167.252557,1.315144033
1290,1411900179,2014,9,28,11,452.870546,395.7769179,169.432982,1.305047723,455.9865565,391.2744141,148.144489,1.215333964
1291,1411903780,2014,9,28,12,455.7287385,395.3019119,147.9110179,1.172214511,476.2991455,390.8527676,144.5750839,1.204347688
1292,1411907379,2014,9,28,13,475.2649763,393.7219414,146.6383284,1.158322444,463.634924,392.0634705,154.1696108,1.212050973
1293,1411910979,2014,9,28,14,469.7266672,393.54257,149.3903568,1.151376718,455.0060124,390.042903,162.5261597,1.305245987
1294,1411914580,2014,9,28,15,467.6192006,394.3526864,164.242115,1.182494581,459.1349503,392.571628,164.7762002,1.397554759
1295,1411918179,2014,9,28,16,465.1988544,393.044023,168.3568681,1.238840293,462.1499142,404.7952381,166.6770073,1.349896234
1296,1411921778,2014,9,28,17,465.9307368,393.6160458,163.119703,1.251467183,454.2123494,413.4644098,170.4271971,1.337585063
1297,1411925379,2014,9,28,18,456.2863833,394.0367187,157.8573385,1.247913212,467.3338246,423.7816522,168.1130122,1.306182479
1298,1411928980,2014,9,28,19,469.3177614,397.3895017,178.8454048,1.26540743,465.9706131,438.6801288,169.3459641,1.277916339
1299,1411932579,2014,9,28,20,469.5982837,396.8087692,187.9029836,1.24475426,472.7656678,429.5883622,181.6381023,1.291747155
1300,1411936180,2014,9,28,21,475.3642522,396.4503158,184.0442204,1.218225223,464.9941116,437.7532079,187.6891792,1.275935967
1301,1411939780,2014,9,28,22,479.6605208,397.3637105,168.019753,1.245076355,462.0895639,444.192438,196.6578505,1.291764529
1302,1411943379,2014,9,28,23,478.8090033,403.6640557,161.9980541,1.204513617,468.2239968,447.1684488,207.1910161,1.299003161
1303,1411946979,2014,9,29,0,466.224088,406.3362331,161.2818813,1.19383648,459.0799841,457.2056131,204.3331714,1.268543713
1304,1411950579,2014,9,29,1,460.5723829,408.0896292,162.3476968,1.153041816,452.7219503,477.5181195,198.6789142,1.232313264
1305,1411954179,2014,9,29,2,451.3914932,404.8776245,161.8487204,1.13420398,443.8648415,484.952584,200.3678607,1.22364511
1306,1411957780,2014,9,29,3,439.8988998,396.4186546,153.7211442,1.149938659,451.1813783,471.3472254,203.1074432,1.240278462
1307,1411961379,2014,9,29,4,454.8410599,404.3204359,176.5634633,1.124518687,453.104482,481.0578343,206.7175578,1.236297134
1308,1411964978,2014,9,29,5,439.6935122,397.6977836,161.1463644,1.127078006,458.8486757,478.7298173,217.9251835,1.322324644
1309,1411968566,2014,9,29,6,449.0951599,446.4428847,184.1841853,1.220630328,459.5267867,468.1790242,215.0897039,1.508981427
1310,1411972179,2014,9,29,7,449.9559307,404.5002717,169.1579668,1.426950712,450.0091767,431.5429948,196.4734941,1.487949048
1311,1411975780,2014,9,29,8,448.2925388,420.5165082,188.2671878,1.505413966,454.5551943,420.500647,195.8367185,1.547442385
1312,1411979379,2014,9,29,9,451.0814917,419.2487301,190.6372057,1.526949539,453.2333451,427.5015804,221.720343,1.599880178
1313,1411982979,2014,9,29,10,458.1100965,428.9086666,214.8481783,1.542421061,439.1605708,420.9137371,217.2838063,1.607324911
1314,1411986580,2014,9,29,11,441.7817936,422.3783887,215.1850817,1.555815056,443.316392,427.2456556,200.4678411,1.617208692
1315,1411990179,2014,9,29,12,454.0150717,433.2250762,232.0788546,1.556420014,413.2171044,434.0669747,211.6882377,1.620840973
1316,1411993778,2014,9,29,13,423.8959623,434.0076735,211.0548868,1.561612092,410.3352179,432.4101261,209.0604552,1.642064215
1317,1411997379,2014,9,29,14,406.2851134,433.2242091,211.473504,1.564888338,418.201078,427.1171308,224.9947695,1.677800136
1318,1412000980,2014,9,29,15,420.602404,426.0294052,223.4748034,1.565783534,427.0720757,432.9078535,235.2126347,1.714190042
1319,1412004580,2014,9,29,16,409.8979757,426.227023,239.8902466,1.564902095,426.9849081,432.1521179,221.3070156,1.715393452
1320,1412008179,2014,9,29,17,417.8653883,424.2197749,225.1590764,1.562803142,431.9483993,448.3818037,227.0857962,1.732546454
1321,1412011779,2014,9,29,18,418.9143095,430.9372954,230.5839646,1.560354874,431.4773304,447.4534457,233.155097,1.726074504
1322,1412015379,2014,9,29,19,433.8960398,442.6158814,235.0372462,1.557237402,449.7556721,447.8836313,236.476165,1.736360429
1323,1412018980,2014,9,29,20,442.5941715,438.8405358,242.1191286,1.557263128,464.2466975,449.7418094,245.8972688,1.635963023
1324,1412022580,2014,9,29,21,457.338375,445.2832828,251.0266895,1.555959874,433.6117246,457.1932885,221.0741507,1.615267176
1325,1412026179,2014,9,29,22,431.2189813,449.6872984,232.4874821,1.555434204,447.8991912,454.4781414,222.1422578,1.639162333
1326,1412029779,2014,9,29,23,448.7718708,448.8844184,226.8357122,1.554139427,463.2411194,441.6396613,199.3912386,1.639521349
1327,1412033380,2014,9,30,0,464.5272587,439.807387,208.1486869,1.562935824,466.0476031,431.3827857,163.3195501,1.609641975
1328,1412036979,2014,9,30,1,465.6823133,424.8852195,167.4824969,1.562631718,446.6744053,438.1696279,150.7758244,1.591559759
1329,1412040580,2014,9,30,2,454.2528303,426.7597358,151.922693,1.56287683,446.1719419,441.6618056,149.9434977,1.585696946
1330,1412044180,2014,9,30,3,447.8324492,434.4748472,150.7313911,1.563107336,443.4724803,442.1729633,167.2505016,1.621852019
1331,1412047779,2014,9,30,4,449.9200806,436.7657511,167.6629466,1.563257737,439.0466175,442.1918299,175.9547238,1.649285925
1332,1412051380,2014,9,30,5,426.4224535,438.2740537,178.1518176,1.563467263,450.0523905,435.0856282,173.8041429,1.707546496
1333,1412054979,2014,9,30,6,449.8453108,433.3254676,174.6997529,1.562875964,437.2529339,420.7112386,165.2938196,1.699481904
1334,1412058578,2014,9,30,7,437.0081667,421.6415421,164.10781,1.562341478,435.4374255,409.6030088,152.0525867,1.680509655
1335,1412062179,2014,9,30,8,430.7500043,411.4604156,154.8928615,1.562811662,452.0319066,397.2601445,130.8136674,1.597163776
1336,1412065780,2014,9,30,9,448.0876674,398.9076047,131.4637305,1.563131201,444.3289284,395.1592153,130.8225711,1.548690021
1337,1412069380,2014,9,30,10,440.7152708,394.6472984,130.0007718,1.564876718,442.4588259,396.7541415,143.1249336,1.592781998
1338,1412072979,2014,9,30,11,441.8778757,396.9557988,142.5551623,1.566478827,458.2035592,395.3811805,142.0202766,1.542759843
1339,1412076579,2014,9,30,12,456.8718227,395.9165545,141.4453775,1.560493827,453.959612,395.7995436,144.3412168,1.563393051
1340,1412080179,2014,9,30,13,455.3349412,396.0216809,144.4595546,1.560850698,446.3696433,401.3505276,152.7240498,1.505748713
1341,1412083780,2014,9,30,14,454.6333526,399.4024109,150.556912,1.56130331,444.6843173,405.8500544,153.5775524,1.538866684
1342,1412087379,2014,9,30,15,445.2834662,404.5246322,153.4635665,1.559728464,452.5414181,407.0905657,153.6363903,1.531198849
1343,1412090979,2014,9,30,16,459.5395693,405.1370295,153.3331724,1.560280615,448.9546096,407.8668706,149.4847714,1.503920909
1344,1412094580,2014,9,30,17,450.1975484,404.9479361,151.821796,1.559138743,NA,NA,NA,1.444527092
1345,1412098179,2014,9,30,18,NA,NA,NA,1.562248757,NA,NA,NA,1.36429931
1346,1412101779,2014,9,30,19,NA,NA,NA,1.552291285,NA,NA,NA,1.308551297
1347,1412105379,2014,9,30,20,NA,NA,NA,1.493695335,NA,NA,NA,1.289906308
1348,1412108980,2014,9,30,21,NA,NA,NA,1.453548464,NA,NA,NA,1.317063567
1349,1412112580,2014,9,30,22,NA,NA,NA,1.438362915,NA,NA,NA,1.249394582
1350,1412116179,2014,9,30,23,NA,NA,NA,1.410926215,NA,NA,NA,1.297235938
1351,1412119779,2014,10,1,0,NA,NA,NA,1.413568366,NA,NA,NA,1.347006695
1352,1412123379,2014,10,1,1,NA,NA,NA,1.44672567,NA,NA,NA,1.36292569
1353,1412126979,2014,10,1,2,NA,NA,NA,1.464789735,NA,NA,NA,1.282032479
1354,1412130580,2014,10,1,3,NA,NA,NA,1.380225712,NA,NA,NA,1.256944791
1355,1412134180,2014,10,1,4,NA,NA,NA,1.365416987,NA,NA,NA,1.298510126
1356,1412137779,2014,10,1,5,NA,NA,NA,1.35892,425.7135589,445.907727,157.2846109,1.359483766
1357,1412141380,2014,10,1,6,426.3671676,443.4456442,154.4273788,1.406078045,476.1436302,437.1561641,165.732781,1.454658046
1358,1412144979,2014,10,1,7,468.1735511,438.5020495,165.63705,1.488544344,474.0188761,423.1354277,157.6969656,1.561897155
1359,1412148580,2014,10,1,8,471.4297993,428.6676929,168.1443481,1.612352947,481.3723944,410.0131702,147.9899611,1.677461684
1360,1412152179,2014,10,1,9,485.8267341,412.5982907,161.4049318,1.67846338,481.3585136,402.7375779,134.9091905,1.719709477
1361,1412155779,2014,10,1,10,478.4664824,403.5653754,134.1181354,1.794264022,489.6046386,400.4598846,140.5451731,1.663496364
1362,1412159380,2014,10,1,11,478.0152361,401.8875894,139.9478166,1.586172249,479.5429052,398.5243898,140.8567583,1.563380397
1363,1412162979,2014,10,1,12,484.6326887,399.6777997,142.576774,1.567447081,468.4832115,400.9160871,148.3731104,1.573820669
1364,1412166578,2014,10,1,13,470.1952253,400.2673323,147.4032655,1.566370516,465.5466154,399.405519,146.7592627,1.583290523
1365,1412170179,2014,10,1,14,468.433645,398.4888887,147.0481304,1.563615335,465.6536197,401.6952955,147.8680236,1.657627228
